Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2009","2009","1000 USD","52874","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2010","2010","1000 USD","94060","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2011","2011","1000 USD","96912","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2012","2012","1000 USD","483857","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2013","2013","1000 USD","403072","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2014","2014","1000 USD","272779","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2015","2015","1000 USD","460522","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2016","2016","1000 USD","715716","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2017","2017","1000 USD","769211","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2018","2018","1000 USD","1349554","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2019","2019","1000 USD","25122","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2020","2020","1000 USD","206058","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2021","2021","1000 USD","345214","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2022","2022","1000 USD","679931","A","Official figure"
"TM","Detailed trade matrix","124","Canada","156","China, mainland","5922","Export value","0141","Soya beans","2023","2023","1000 USD","829628","A","Official figure"
"TM","Detailed trade matrix","152","Chile","156","China, mainland","5910","Export quantity","0141","Soya beans","2019","2019","t","0.15","A","Official figure"
"TM","Detailed trade matrix","152","Chile","156","China, mainland","5922","Export value","0141","Soya beans","2019","2019","1000 USD","0","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1986","1986","t","7816","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1987","1987","t","8167","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1988","1988","t","7551","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1989","1989","t","8001","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1990","1990","t","7946","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1991","1991","t","7924","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1992","1992","t","8682","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1993","1993","t","8699","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1994","1994","t","10237","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1995","1995","t","13888","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1996","1996","t","13433","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1997","1997","t","14856","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1998","1998","t","15371","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1999","1999","t","14935","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2000","2000","t","19516","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2001","2001","t","15007","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2002","2002","t","11886","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2003","2003","t","13377","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2004","2004","t","12480","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2005","2005","t","12195","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2006","2006","t","11584","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2007","2007","t","9579","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2008","2008","t","7879","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2009","2009","t","10586","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2010","2010","t","11019","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2011","2011","t","10411","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2012","2012","t","10171","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2013","2013","t","11306","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2014","2014","t","9676.45","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2015","2015","t","11648.27","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2016","2016","t","11060.07","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2017","2017","t","6542.59","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2018","2018","t","4625.06","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2019","2019","t","229.66","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2020","2020","t","87.66","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2021","2021","t","104.35","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2022","2022","t","80.88","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","2023","2023","t","82.32","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1986","1986","1000 USD","2214","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1987","1987","1000 USD","2364","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1988","1988","1000 USD","2429","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1989","1989","1000 USD","3009","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1990","1990","1000 USD","2757","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1991","1991","1000 USD","2636","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1992","1992","1000 USD","2922","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1993","1993","1000 USD","3124","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1994","1994","1000 USD","3704","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1995","1995","1000 USD","4858","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1996","1996","1000 USD","5403","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1997","1997","1000 USD","6232","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1998","1998","1000 USD","5720","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","1999","1999","1000 USD","4990","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2000","2000","1000 USD","6005","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2001","2001","1000 USD","4808","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2002","2002","1000 USD","3742","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2003","2003","1000 USD","4481","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2004","2004","1000 USD","4684","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2005","2005","1000 USD","4409","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2006","2006","1000 USD","4502","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2007","2007","1000 USD","3779","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2008","2008","1000 USD","3164","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2009","2009","1000 USD","3421","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2010","2010","1000 USD","3583","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2011","2011","1000 USD","3466","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2012","2012","1000 USD","4476","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2013","2013","1000 USD","5476","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2014","2014","1000 USD","5568","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2015","2015","1000 USD","7236","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2016","2016","1000 USD","6374","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2017","2017","1000 USD","3649","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2018","2018","1000 USD","2821","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2019","2019","1000 USD","139","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2020","2020","1000 USD","68","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2021","2021","1000 USD","91","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2022","2022","1000 USD","69","A","Official figure"
"TM","Detailed trade matrix","344","China, Hong Kong SAR","156","China, mainland","5922","Export value","0141","Soya beans","2023","2023","1000 USD","82","A","Official figure"
"TM","Detailed trade matrix","446","China, Macao SAR","156","China, mainland","5910","Export quantity","0141","Soya beans","1993","1993","t","2","A","Official figure"
"TM","Detailed trade matrix","446","China, Macao SAR","156","China, mainland","5922","Export value","0141","Soya beans","1993","1993","1000 USD","0","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2010","2010","t","209","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2012","2012","t","0","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2013","2013","t","0","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2014","2014","t","36","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2015","2015","t","7.13","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2016","2016","t","2.69","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2017","2017","t","39.48","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2018","2018","t","162.01","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2019","2019","t","22.17","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2020","2020","t","24.89","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5910","Export quantity","0141","Soya beans","2021","2021","t","0.87","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2009","2009","1000 USD","3","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2010","2010","1000 USD","165","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2011","2011","1000 USD","2","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2012","2012","1000 USD","2","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2013","2013","1000 USD","0","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2014","2014","1000 USD","30","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2015","2015","1000 USD","17","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2016","2016","1000 USD","5","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2017","2017","1000 USD","39","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2018","2018","1000 USD","109","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2019","2019","1000 USD","42","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2020","2020","1000 USD","14","A","Official figure"
"TM","Detailed trade matrix","158","China, Taiwan Province of","156","China, mainland","5922","Export value","0141","Soya beans","2021","2021","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","384","Côte d'Ivoire","156","China, mainland","5910","Export quantity","0141","Soya beans","2016","2016","t","25","A","Official figure"
"TM","Detailed trade matrix","384","Côte d'Ivoire","156","China, mainland","5922","Export value","0141","Soya beans","2016","2016","1000 USD","13","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","156","China, mainland","5910","Export quantity","0141","Soya beans","2017","2017","t","260.58","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","156","China, mainland","5910","Export quantity","0141","Soya beans","2020","2020","t","42.86","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","156","China, mainland","5922","Export value","0141","Soya beans","2017","2017","1000 USD","100","A","Official figure"
"TM","Detailed trade matrix","208","Denmark","156","China, mainland","5922","Export value","0141","Soya beans","2020","2020","1000 USD","58","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","156","China, mainland","5910","Export quantity","0141","Soya beans","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","818","Egypt","156","China, mainland","5922","Export value","0141","Soya beans","2011","2011","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","222","El Salvador","156","China, mainland","5910","Export quantity","0141","Soya beans","2006","2006","t","12","A","Official figure"
"TM","Detailed trade matrix","222","El Salvador","156","China, mainland","5922","Export value","0141","Soya beans","2006","2006","1000 USD","9","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2016","2016","t","410","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2017","2017","t","6798","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2018","2018","t","2726","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2019","2019","t","1106","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2020","2020","t","5954","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2021","2021","t","3392","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2022","2022","t","1400","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5910","Export quantity","0141","Soya beans","2023","2023","t","7062","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2016","2016","1000 USD","268","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2017","2017","1000 USD","3053","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2018","2018","1000 USD","1432","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2019","2019","1000 USD","607","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2020","2020","1000 USD","3089","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2021","2021","1000 USD","1994","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2022","2022","1000 USD","1104","A","Official figure"
"TM","Detailed trade matrix","231","Ethiopia","156","China, mainland","5922","Export value","0141","Soya beans","2023","2023","1000 USD","4363","A","Official figure"
"TM","Detailed trade matrix","246","Finland","156","China, mainland","5910","Export quantity","0141","Soya beans","2018","2018","t","0","A","Official figure"
"TM","Detailed trade matrix","246","Finland","156","China, mainland","5922","Export value","0141","Soya beans","2018","2018","1000 USD","0","A","Official figure"
"TM","Detailed trade matrix","250","France","156","China, mainland","5910","Export quantity","0141","Soya beans","2012","2012","t","0","A","Official figure"
"TM","Detailed trade matrix","250","France","156","China, mainland","5910","Export quantity","0141","Soya beans","2013","2013","t","1","A","Official figure"
"TM","Detailed trade matrix","250","France","156","China, mainland","5922","Export value","0141","Soya beans","2012","2012","1000 USD","7","A","Official figure"
"TM","Detailed trade matrix","250","France","156","China, mainland","5922","Export value","0141","Soya beans","2013","2013","1000 USD","2","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2011","2011","t","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2012","2012","t","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2013","2013","t","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2014","2014","t","0.4","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2015","2015","t","0.5","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2016","2016","t","0.44","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2017","2017","t","0.28","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2018","2018","t","65.8","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2019","2019","t","21.88","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2020","2020","t","0.75","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2021","2021","t","0.86","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5910","Export quantity","0141","Soya beans","2023","2023","t","30.72","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2009","2009","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2010","2010","1000 USD","0","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2011","2011","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2012","2012","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2013","2013","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2014","2014","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2015","2015","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2016","2016","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2017","2017","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2018","2018","1000 USD","98","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2019","2019","1000 USD","33","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2020","2020","1000 USD","3","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2021","2021","1000 USD","3","A","Official figure"
"TM","Detailed trade matrix","276","Germany","156","China, mainland","5922","Export value","0141","Soya beans","2023","2023","1000 USD","50","A","Official figure"
"TM","Detailed trade matrix","288","Ghana","156","China, mainland","5910","Export quantity","0141","Soya beans","2023","2023","t","52.5","A","Official figure"
"TM","Detailed trade matrix","288","Ghana","156","China, mainland","5922","Export value","0141","Soya beans","2023","2023","1000 USD","0","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5910","Export quantity","0141","Soya beans","1998","1998","t","1000","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5910","Export quantity","0141","Soya beans","2002","2002","t","125","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5910","Export quantity","0141","Soya beans","2007","2007","t","200","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5910","Export quantity","0141","Soya beans","2010","2010","t","46","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5910","Export quantity","0141","Soya beans","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5910","Export quantity","0141","Soya beans","2012","2012","t","1","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5922","Export value","0141","Soya beans","1998","1998","1000 USD","143","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5922","Export value","0141","Soya beans","2002","2002","1000 USD","43","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5922","Export value","0141","Soya beans","2007","2007","1000 USD","118","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5922","Export value","0141","Soya beans","2010","2010","1000 USD","23","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5922","Export value","0141","Soya beans","2011","2011","1000 USD","1","A","Official figure"
"TM","Detailed trade matrix","356","India","156","China, mainland","5922","Export value","0141","Soya beans","2012","2012","1000 USD","25","A","Official figure"
"TM","Detailed trade matrix","360","Indonesia","156","China, mainland","5910","Export quantity","0141","Soya beans","2004","2004","t","222","A","Official figure"
"TM","Detailed trade matrix","360","Indonesia","156","China, mainland","5910","Export quantity","0141","Soya beans","2022","2022","t","9312.54","A","Official figure"
